Time,GPS time, GPS status, Latitude, Lontitude, Altitude, Easting, Northing, Velocity, Heading, Roll,Pitch,Yaw,Accel_Roll,Accel_Pitch,Accel_Yaw,Rate_Roll,Rate_Pitch,Rate_Yaw
73.5,31428.2, 4, 43.0743130597, 141.3370861402,14.477000, 527442.2118,4769122.3200,0.11,238.330, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74.0,31428.7, 4, 43.0743093392, 141.3370787532,14.479000, 527441.6121,4769121.9044,0.09,236.430, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74.5,31429.2, 4, 43.0743056890, 141.3370712945,14.474000, 527441.0065,4769121.4966,0.09,238.170, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.0,31429.7, 4, 43.0743019362, 141.3370637280,14.475000, 527440.3922,4769121.0774,0.11,237.840, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75.5,31430.2, 4, 43.0742981385, 141.3370563258,14.472000, 527439.7912,4769120.6533,0.11,236.620, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76.0,31430.7, 4, 43.0742935760, 141.3370474163,14.467000, 527439.0680,4769120.1437,0.12,236.780, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76.5,31431.2, 4, 43.0742888957, 141.3370378417,14.463000, 527438.2906,4769119.6208,0.12,238.180, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77.0,31431.7, 4, 43.0742842865, 141.3370285230,14.464000, 527437.5340,4769119.1059,0.09,236.930, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77.5,31432.2, 4, 43.0742793362, 141.3370184267,14.451000, 527436.7143,4769118.5529,0.08,236.690, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.0,31432.7, 4, 43.0742739063, 141.3370074322,14.437000, 527435.8216,4769117.9463,0.09,238.440, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78.5,31433.2, 4, 43.0742676528, 141.3369945470,14.429000, 527434.7754,4769117.2476,0.08,237.080, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79.0,31433.7, 4, 43.0742613453, 141.3369821702,14.420000, 527433.7706,4769116.5431,0.10,235.720, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79.5,31434.2, 4, 43.0742554587, 141.3369694212,14.413000, 527432.7354,4769115.8852,0.08,238.360, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80.0,31434.7, 4, 43.0742495918, 141.3369563153,14.412000, 527431.6710,4769115.2295,0.07,237.680, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80.5,31435.2, 4, 43.0742433897, 141.3369434567,14.404000, 527430.6270,4769114.5365,0.07,236.510, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81.0,31435.7, 4, 43.0742373318, 141.3369310323,14.405000, 527429.6182,4769113.8597,0.07,236.450, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81.5,31436.2, 4, 43.0742315785, 141.3369180313,14.406000, 527428.5623,4769113.2166,0.06,237.480, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82.0,31436.7, 4, 43.0742257232, 141.3369053038,14.415000, 527427.5288,4769112.5622,0.05,236.830, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82.5,31437.2, 4, 43.0742198020, 141.3368924223,14.434000, 527426.4828,4769111.9004,0.07,238.460, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83.0,31437.7, 4, 43.0742137923, 141.3368791112,14.424000, 527425.4018,4769111.2287,0.06,237.260, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83.5,31438.2, 4, 43.0742079073, 141.3368663458,14.425000, 527424.3652,4769110.5710,0.05,236.170, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84.0,31438.7, 4, 43.0742019545, 141.3368541138,14.429000, 527423.3720,4769109.9059,0.05,236.800, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84.5,31439.2, 4, 43.0741962782, 141.3368415982,14.448000, 527422.3556,4769109.2715,0.04,237.360, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85.0,31439.7, 4, 43.0741904017, 141.3368290970,14.466000, 527421.3405,4769108.6148,0.04,237.770, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85.5,31440.2, 4, 43.0741849195, 141.3368163912,14.475000, 527420.3086,4769108.0019,0.04,238.690, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86.0,31440.7, 4, 43.0741789608, 141.3368038570,14.483000, 527419.2908,4769107.3360,0.06,237.350, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86.5,31441.2, 4, 43.0741730357, 141.3367912638,14.481000, 527418.2683,4769106.6739,0.06,239.100, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87.0,31441.7, 4, 43.0741672105, 141.3367788448,14.488000, 527417.2598,4769106.0230,0.05,237.920, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87.5,31442.2, 4, 43.0741616338, 141.3367661520,14.479000, 527416.2290,4769105.3996,0.03,239.910, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88.0,31442.7, 4, 43.0741566558, 141.3367559742,14.486000, 527415.4026,4769104.8434,0.02,234.360, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88.5,31443.2, 4, 43.0741525237, 141.3367462505,14.483000, 527414.6129,4769104.3814,0.03,239.640, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89.0,31443.7, 4, 43.0741479915, 141.3367362710,14.484000, 527413.8024,4769103.8748,0.03,236.030, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89.5,31444.2, 4, 43.0741430692, 141.3367265225,14.473000, 527413.0110,4769103.3250,0.03,235.890, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90.0,31444.7, 4, 43.0741385238, 141.3367172280,14.468000, 527412.2564,4769102.8172,0.03,236.850, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90.5,31445.2, 4, 43.0741349365, 141.3367100832,14.463000, 527411.6763,4769102.4165,0.02,236.780, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91.0,31445.7, 4, 43.0741313763, 141.3367023300,14.455000, 527411.0467,4769102.0186,0.02,234.940, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91.5,31446.2, 4, 43.0741277545, 141.3366950950,14.452000, 527410.4593,4769101.6140,0.03,236.550, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92.0,31446.7, 4, 43.0741240557, 141.3366878558,14.458000, 527409.8716,4769101.2009,0.02,234.170, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92.5,31447.2, 4, 43.0741204842, 141.3366802605,14.450000, 527409.2549,4769100.8018,0.02,236.100, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93.0,31447.7, 4, 43.0741168178, 141.3366724498,14.443000, 527408.6206,4769100.3921,0.02,237.130, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93.5,31448.2, 4, 43.0741130307, 141.3366650635,14.445000, 527408.0210,4769099.9692,0.02,235.870, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94.0,31448.7, 4, 43.0741097255, 141.3366575422,14.435000, 527407.4102,4769099.5997,0.02,240.450, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94.5,31449.2, 4, 43.0741067312, 141.3366499617,14.437000, 527406.7944,4769099.2647,0.02,239.450, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95.0,31449.7, 4, 43.0741032848, 141.3366426728,14.436000, 527406.2025,4769098.8796,0.02,237.370, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95.5,31450.2, 4, 43.0740997300, 141.3366352978,14.441000, 527405.6037,4769098.4824,0.02,237.690, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96.0,31450.7, 4, 43.0740962430, 141.3366276608,14.454000, 527404.9835,4769098.0927,0.02,239.300, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96.5,31451.2, 4, 43.0740927825, 141.3366199523,14.457000, 527404.3575,4769097.7059,0.02,238.660, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97.0,31451.7, 4, 43.0740893625, 141.3366124410,14.463000, 527403.7475,4769097.3236,0.02,239.110, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97.5,31452.2, 4, 43.0740857782, 141.3366051752,14.469000, 527403.1576,4769096.9232,0.02,238.150, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98.0,31452.7, 4, 43.0740824368, 141.3365977145,14.474000, 527402.5517,4769096.5497,0.02,238.760, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98.5,31453.2, 4, 43.0740790685, 141.3365905507,14.469000, 527401.9700,4769096.1733,0.02,236.420, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99.0,31453.7, 4, 43.0740759143, 141.3365836213,14.464000, 527401.4073,4769095.8208,0.02,238.060, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99.5,31454.2, 4, 43.0740728073, 141.3365769017,14.469000, 527400.8616,4769095.4736,0.02,236.910, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100.0,31454.7, 4, 43.0740696798, 141.3365700513,14.471000, 527400.3053,4769095.1240,0.02,237.360, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100.5,31455.2, 4, 43.0740664703, 141.3365631368,14.466000, 527399.7438,4769094.7653,0.02,237.920, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101.0,31455.7, 4, 43.0740632390, 141.3365564345,14.472000, 527399.1996,4769094.4043,0.02,236.540, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101.5,31456.2, 4, 43.0740600192, 141.3365496583,14.467000, 527398.6494,4769094.0445,0.02,237.550, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102.0,31456.7, 4, 43.0740567497, 141.3365428307,14.462000, 527398.0950,4769093.6792,0.01,237.330, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102.5,31457.2, 4, 43.0740536762, 141.3365360623,14.452000, 527397.5454,4769093.3357,0.02,237.910, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103.0,31457.7, 4, 43.0740507715, 141.3365294515,14.446000, 527397.0085,4769093.0110,0.02,238.180, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103.5,31458.2, 4, 43.0740477538, 141.3365228942,14.434000, 527396.4760,4769092.6737,0.02,236.690, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104.0,31458.7, 4, 43.0740449725, 141.3365164537,14.429000, 527395.9529,4769092.3628,0.02,237.980, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104.5,31459.2, 4, 43.0740421752, 141.3365099373,14.422000, 527395.4237,4769092.0500,0.02,237.960, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105.0,31459.7, 4, 43.0740393827, 141.3365037535,14.418000, 527394.9215,4769091.7379,0.01,237.940, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105.5,31500.2, 4, 43.0740373063, 141.3364991425,14.422000, 527394.5470,4769091.5058,0.01,237.100, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106.0,31500.7, 4, 43.0740347428, 141.3364935825,14.416000, 527394.0955,4769091.2193,0.01,237.580, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106.5,31501.2, 4, 43.0740323365, 141.3364883197,14.411000, 527393.6682,4769090.9504,0.01,237.470, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107.0,31501.7, 4, 43.0740300178, 141.3364834630,14.418000, 527393.2738,4769090.6913,0.01,238.200, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107.5,31502.2, 4, 43.0740276182, 141.3364784390,14.415000, 527392.8659,4769090.4232,0.01,236.090, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108.0,31502.7, 4, 43.0740252833, 141.3364734552,14.414000, 527392.4612,4769090.1622,0.01,238.400, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108.5,31503.2, 4, 43.0740230043, 141.3364685603,14.416000, 527392.0637,4769089.9076,0.01,237.620, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109.0,31503.7, 4, 43.0740207293, 141.3364636858,14.415000, 527391.6679,4769089.6533,0.01,237.630, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109.5,31504.2, 4, 43.0740184202, 141.3364585372,14.409000, 527391.2497,4769089.3952,0.01,238.400, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110.0,31504.7, 4, 43.0740161007, 141.3364535467,14.407000, 527390.8445,4769089.1360,0.01,238.430, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110.5,31505.2, 4, 43.0740138892, 141.3364487058,14.408000, 527390.4514,4769088.8888,0.01,237.800, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111.0,31505.7, 4, 43.0740116532, 141.3364439195,14.404000, 527390.0627,4769088.6390,0.01,237.330, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111.5,31506.2, 4, 43.0740094657, 141.3364391545,14.400000, 527389.6758,4769088.3945,0.01,236.960, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112.0,31506.7, 4, 43.0740072657, 141.3364344287,14.396000, 527389.2920,4769088.1486,0.01,238.870, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112.5,31507.2, 4, 43.0740050358, 141.3364296062,14.390000, 527388.9004,4769087.8994,0.01,237.560, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113.0,31507.7, 4, 43.0740028155, 141.3364249748,14.387000, 527388.5244,4769087.6514,0.01,238.340, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113.5,31508.2, 4, 43.0740005488, 141.3364202090,14.386000, 527388.1374,4769087.3981,0.01,236.510, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114.0,31508.7, 4, 43.0739984382, 141.3364154317,14.380000, 527387.7494,4769087.1622,0.01,238.720, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114.5,31509.2, 4, 43.0739963325, 141.3364106128,14.373000, 527387.3580,4769086.9267,0.01,238.420, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115.0,31509.7, 4, 43.0739942975, 141.3364059388,14.369000, 527386.9784,4769086.6992,0.01,239.130, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115.5,31510.2, 4, 43.0739922253, 141.3364011400,14.366000, 527386.5887,4769086.4676,0.01,238.060, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116.0,31510.7, 4, 43.0739903408, 141.3363967093,14.360000, 527386.2288,4769086.2568,0.01,239.340, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116.5,31511.2, 4, 43.0739890043, 141.3363933922,14.360000, 527385.9593,4769086.1073,0.01,239.590, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117.0,31511.7, 4, 43.0739874670, 141.3363895995,14.360000, 527385.6513,4769085.9354,0.01,240.600, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117.5,31512.2, 4, 43.0739857873, 141.3363857645,14.363000, 527385.3398,4769085.7476,0.01,237.260, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118.0,31512.7, 4, 43.0739841352, 141.3363820203,14.364000, 527385.0357,4769085.5629,0.01,239.310, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118.5,31513.2, 4, 43.0739824470, 141.3363782407,14.355000, 527384.7288,4769085.3742,0.01,237.680, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119.0,31513.7, 4, 43.0739808415, 141.3363744632,14.354000, 527384.4220,4769085.1947,0.01,240.210, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119.5,31514.2, 4, 43.0739792980, 141.3363708310,14.350000, 527384.1270,4769085.0221,0.01,236.690, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120.0,31514.7, 4, 43.0739776803, 141.3363671222,14.353000, 527383.8257,4769084.8412,0.01,239.160, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120.5,31515.2, 4, 43.0739760725, 141.3363634563,14.354000, 527383.5280,4769084.6615,1.18,238.320, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121.0,31515.7, 4, 43.0739743890, 141.3363598335,14.353000, 527383.2338,4769084.4733,0.26,240.170, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121.5,31516.2, 4, 43.0739728522, 141.3363562823,14.354000, 527382.9454,4769084.3015,0.14,242.520, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122.0,31516.7, 4, 43.0739714877, 141.3363525168,14.351000, 527382.6395,4769084.1488,0.12,244.000, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122.5,31517.2, 4, 43.0739704378, 141.3363486228,14.347000, 527382.3229,4769084.0309,0.08,251.550, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123.0,31517.7, 4, 43.0739696935, 141.3363444643,14.347000, 527381.9847,4769083.9469,0.08,258.200, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123.5,31518.2, 4, 43.0739693382, 141.3363401402,14.345000, 527381.6328,4769083.9060,0.08,260.500, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124.0,31518.7, 4, 43.0739693292, 141.3363356688,14.339000, 527381.2688,4769083.9036,0.05,268.800, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124.5,31519.2, 4, 43.0739696123, 141.3363313642,14.329000, 527380.9182,4769083.9336,0.03,273.520, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125.0,31519.7, 4, 43.0739701683, 141.3363269385,14.325000, 527380.5577,4769083.9939,0.03,277.570, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125.5,31520.2, 4, 43.0739710837, 141.3363225922,14.308000, 527380.2035,4769084.0941,0.04,270.220, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126.0,31520.7, 4, 43.0739722245, 141.3363180700,14.286000, 527379.8348,4769084.2193,0.04,267.860, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126.5,31521.2, 4, 43.0739737748, 141.3363136337,14.252000, 527379.4729,4769084.3901,0.05,274.530, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127.0,31521.7, 4, 43.0739754065, 141.3363098662,14.237000, 527379.1655,4769084.5700,0.04,280.750, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127.5,31522.2, 4, 43.0739772178, 141.3363059165,14.208000, 527378.8432,4769084.7699,0.04,284.000, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128.0,31522.7, 4, 43.0739788962, 141.3363019093,14.186000, 527378.5162,4769084.9550,0.03,282.620, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128.5,31523.2, 4, 43.0739803477, 141.3362986050,14.179000, 527378.2465,4769085.1151,0.03,286.030, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129.0,31523.7, 4, 43.0739819623, 141.3362952215,14.169000, 527377.9704,4769085.2933,0.03,291.320, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129.5,31524.2, 4, 43.0739836970, 141.3362920582,14.160000, 527377.7121,4769085.4849,0.02,292.920, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130.0,31524.7, 4, 43.0739852685, 141.3362888528,14.146000, 527377.4504,4769085.6583,0.03,288.450, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130.5,31525.2, 4, 43.0739866397, 141.3362852422,14.129000, 527377.1558,4769085.8094,0.02,283.400, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131.0,31525.7, 4, 43.0739877470, 141.3362811077,14.115000, 527376.8188,4769085.9311,0.02,287.770, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131.5,31526.2, 4, 43.0739887513, 141.3362769567,14.101000, 527376.4804,4769086.0412,0.01,285.240, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132.0,31526.7, 4, 43.0739895322, 141.3362719677,14.086000, 527376.0739,4769086.1263,0.01,290.910, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132.5,31527.2, 4, 43.0739900730, 141.3362681065,14.088000, 527375.7593,4769086.1851,0.01,292.750, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133.0,31527.7, 4, 43.0739905885, 141.3362635463,14.078000, 527375.3878,4769086.2409,0.01,294.910, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133.5,31528.2, 4, 43.0739910762, 141.3362594957,14.059000, 527375.0578,4769086.2937,0.01,294.830, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134.0,31528.7, 4, 43.0739912752, 141.3362551132,14.046000, 527374.7010,4769086.3144,0.02,291.140, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134.5,31529.2, 4, 43.0739911817, 141.3362510063,14.036000, 527374.3667,4769086.3027,0.01,281.100, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135.0,31529.7, 4, 43.0739906673, 141.3362466467,14.027000, 527374.0120,4769086.2441,0.01,273.490, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135.5,31530.2, 4, 43.0739899313, 141.3362424980,14.036000, 527373.6746,4769086.1610,0.01,267.830, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136.0,31530.7, 4, 43.0739889192, 141.3362382857,14.030000, 527373.3321,4769086.0473,0.01,264.430, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136.5,31531.2, 4, 43.0739877647, 141.3362342822,14.024000, 527373.0067,4769085.9177,0.01,258.700, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137.0,31531.7, 4, 43.0739864363, 141.3362305448,14.019000, 527372.7030,4769085.7690,0.01,256.620, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137.5,31532.2, 4, 43.0739849953, 141.3362268318,14.018000, 527372.4014,4769085.6078,0.01,252.910, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138.0,31532.7, 4, 43.0739835022, 141.3362232412,14.025000, 527372.1097,4769085.4408,0.01,250.050, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138.5,31533.2, 4, 43.0739820615, 141.3362195690,14.024000, 527371.8114,4769085.2796,0.01,244.210, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139.0,31533.7, 4, 43.0739805435, 141.3362159708,14.026000, 527371.5191,4769085.1099,0.01,250.480, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139.5,31534.2, 4, 43.0739790382, 141.3362122410,14.020000, 527371.2162,4769084.9415,0.01,251.320, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140.0,31534.7, 4, 43.0739775358, 141.3362085563,14.040000, 527370.9169,4769084.7734,0.01,254.390, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140.5,31535.2, 4, 43.0739760692, 141.3362046653,14.043000, 527370.6007,4769084.6093,0.01,250.430, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141.0,31535.7, 4, 43.0739747038, 141.3362009720,14.052000, 527370.3007,4769084.4565,0.01,256.740, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141.5,31536.2, 4, 43.0739730943, 141.3361969108,14.049000, 527369.9708,4769084.2764,0.01,255.990, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142.0,31536.7, 4, 43.0739715472, 141.3361931920,14.056000, 527369.6687,4769084.1034,0.01,251.430, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142.5,31537.2, 4, 43.0739700470, 141.3361892942,14.057000, 527369.3520,4769083.9355,0.01,248.530, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143.0,31537.7, 4, 43.0739684332, 141.3361851617,14.054000, 527369.0163,4769083.7550,0.01,253.640, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143.5,31538.2, 4, 43.0739670705, 141.3361813863,14.056000, 527368.7096,4769083.6024,0.01,250.370, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144.0,31538.7, 4, 43.0739656027, 141.3361775868,14.067000, 527368.4009,4769083.4382,0.01,249.990, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144.5,31539.2, 4, 43.0739641075, 141.3361735620,14.056000, 527368.0739,4769083.2708,0.01,249.660, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
145.0,31539.7, 4, 43.0739626033, 141.3361696660,14.063000, 527367.7574,4769083.1025,0.01,254.900, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
145.5,31540.2, 4, 43.0739609490, 141.3361656142,14.057000, 527367.4283,4769082.9175,0.01,246.560, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
146.0,31540.7, 4, 43.0739592103, 141.3361609735,14.035000, 527367.0513,4769082.7229,0.01,251.190, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
146.5,31541.2, 4, 43.0739580380, 141.3361577608,14.048000, 527366.7902,4769082.5916,0.01,246.740, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
147.0,31541.7, 4, 43.0739564693, 141.3361540277,14.051000, 527366.4870,4769082.4162,0.01,248.750, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
147.5,31542.2, 4, 43.0739546742, 141.3361500313,14.035000, 527366.1625,4769082.2156,0.01,243.570, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
148.0,31542.7, 4, 43.0739530077, 141.3361458998,14.019000, 527365.8269,4769082.0291,0.01,244.010, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
